"ID","Description","ONTOLOGY","Count","p.adjust","geneID"
"GO:0070820","tertiary granule","CC",3,0.208515512999524,"O75874/P16035/P17931"
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP",2,0.208515512999524,"P48506/Q03135"
"GO:0042310","vasoconstriction","BP",2,0.208515512999524,"P17302/Q03135"
"GO:0031256","leading edge membrane","CC",3,0.208515512999524,"A0A0A0MRM8/P05556/P08648"
"GO:0003093","regulation of glomerular filtration","BP",1,0.208515512999524,"P17302"
"GO:0005021","vascular endothelial growth factor-activated receptor activity","MF",1,0.208515512999524,"A0A024R412"
"GO:0005385","zinc ion transmembrane transporter activity","MF",1,0.208515512999524,"Q15043"
"GO:0016461","unconventional myosin complex","CC",1,0.208515512999524,"A0A0A0MRM8"
"GO:0017154","semaphorin receptor activity","MF",1,0.208515512999524,"A0A024R412"
"GO:0019471","4-hydroxyproline metabolic process","BP",1,0.208515512999524,"Q96HE7"
"GO:0031095","platelet dense tubular network membrane","CC",1,0.208515512999524,"Q14643"
"GO:0034141","positive regulation of toll-like receptor 3 signaling pathway","BP",1,0.208515512999524,"Q03135"
"GO:0035376","sterol import","BP",1,0.208515512999524,"Q07954"
"GO:0046950","cellular ketone body metabolic process","BP",1,0.208515512999524,"P55809"
"GO:0048407","platelet-derived growth factor binding","MF",1,0.208515512999524,"P20908"
"GO:0051001","negative regulation of nitric-oxide synthase activity","BP",1,0.208515512999524,"Q03135"
"GO:0070508","cholesterol import","BP",1,0.208515512999524,"Q07954"
"GO:0070572","positive regulation of neuron projection regeneration","BP",1,0.208515512999524,"Q07954"
"GO:0071372","cellular response to follicle-stimulating hormone stimulus","BP",1,0.208515512999524,"P48506"
"GO:0072015","glomerular visceral epithelial cell development","BP",1,0.208515512999524,"O00592"
"GO:1901569","fatty acid derivative catabolic process","BP",1,0.208515512999524,"P55809"
"GO:0044291","cell-cell contact zone","CC",2,0.208515512999524,"P05556/P17302"
"GO:1903524","positive regulation of blood circulation","BP",2,0.208515512999524,"P17302/Q03135"
"GO:0032642","regulation of chemokine production","BP",2,0.208515512999524,"P19525/Q07954"
"GO:0004303","estradiol 17-beta-dehydrogenase activity","MF",1,0.208515512999524,"Q53GQ0"
"GO:0004551","nucleotide diphosphatase activity","MF",1,0.208515512999524,"O95671"
"GO:0005527","macrolide binding","MF",1,0.208515512999524,"Q96AY3"
"GO:0005528","FK506 binding","MF",1,0.208515512999524,"Q96AY3"
"GO:0005583","fibrillar collagen trimer","CC",1,0.208515512999524,"P20908"
"GO:0009437","carnitine metabolic process","BP",1,0.208515512999524,"P49189"
"GO:0015867","ATP transport","BP",1,0.208515512999524,"P17302"
"GO:0016881","acid-amino acid ligase activity","MF",1,0.208515512999524,"P48506"
"GO:0021535","cell migration in hindbrain","BP",1,0.208515512999524,"P05556"
"GO:0021979","hypothalamus cell differentiation","BP",1,0.208515512999524,"A0A024R412"
"GO:0030647","aminoglycoside antibiotic metabolic process","BP",1,0.208515512999524,"Q04828"
"GO:0043184","vascular endothelial growth factor receptor 2 binding","MF",1,0.208515512999524,"P08648"
"GO:0071455","cellular response to hyperoxia","BP",1,0.208515512999524,"Q03135"
"GO:0098643","banded collagen fibril","CC",1,0.208515512999524,"P20908"
"GO:0098903","regulation of membrane repolarization during action potential","BP",1,0.208515512999524,"Q03135"
"GO:1902033","regulation of hematopoietic stem cell proliferation","BP",1,0.208515512999524,"P19525"
"GO:1902224","ketone body metabolic process","BP",1,0.208515512999524,"P55809"
"GO:1902946","protein localization to early endosome","BP",1,0.208515512999524,"P26038"
"GO:1903365","regulation of fear response","BP",1,0.208515512999524,"P17302"
"GO:1904350","regulation of protein catabolic process in the vacuole","BP",1,0.208515512999524,"Q07954"
"GO:1904714","regulation of chaperone-mediated autophagy","BP",1,0.208515512999524,"Q05639"
"GO:1905666","regulation of protein localization to endosome","BP",1,0.208515512999524,"P26038"
"GO:2000586","regulation of platelet-derived growth factor receptor-beta signaling pathway","BP",1,0.208515512999524,"Q07954"
"GO:2000822","regulation of behavioral fear response","BP",1,0.208515512999524,"P17302"
"GO:0050918","positive chemotaxis","BP",2,0.208665180734235,"P17931/Q07954"
"GO:1903779","regulation of cardiac conduction","BP",2,0.208665180734235,"Q03135/Q14643"
"GO:0009064","glutamine family amino acid metabolic process","BP",2,0.210538495954449,"P48506/P51649"
"GO:0070167","regulation of biomineral tissue development","BP",2,0.210538495954449,"P05161/P17302"
"GO:0005581","collagen trimer","CC",2,0.210996789224995,"P12111/P20908"
"GO:0048864","stem cell development","BP",2,0.210996789224995,"A0A024R412/B4DHE8"
"GO:0005041","low-density lipoprotein particle receptor activity","MF",1,0.210996789224995,"Q07954"
"GO:0005243","gap junction channel activity","MF",1,0.210996789224995,"P17302"
"GO:0021800","cerebral cortex tangential migration","BP",1,0.210996789224995,"A0A024R412"
"GO:0033632","regulation of cell-cell adhesion mediated by integrin","BP",1,0.210996789224995,"O00592"
"GO:0033643","host cell part","CC",1,0.210996789224995,"P30530"
"GO:0033689","negative regulation of osteoblast proliferation","BP",1,0.210996789224995,"P19525"
"GO:0042045","epithelial fluid transport","BP",1,0.210996789224995,"Q14643"
"GO:0045579","positive regulation of B cell differentiation","BP",1,0.210996789224995,"P50281"
"GO:0051409","response to nitrosative stress","BP",1,0.210996789224995,"P48506"
"GO:0060056","mammary gland involution","BP",1,0.210996789224995,"Q03135"
"GO:0071803","positive regulation of podosome assembly","BP",1,0.210996789224995,"P26038"
"GO:0072310","glomerular epithelial cell development","BP",1,0.210996789224995,"O00592"
"GO:1905146","lysosomal protein catabolic process","BP",1,0.210996789224995,"Q07954"
"GO:0042632","cholesterol homeostasis","BP",2,0.212166305150426,"Q03135/Q04828"
"GO:0050866","negative regulation of cell activation","BP",3,0.212581273515199,"P17931/P30530/P48506"
"GO:0055092","sterol homeostasis","BP",2,0.212906149867404,"Q03135/Q04828"
"GO:0004620","phospholipase activity","MF",2,0.212906149867404,"P30101/P47712"
"GO:0006112","energy reserve metabolic process","BP",2,0.212906149867404,"P11216/P13807"
"GO:0097756","negative regulation of blood vessel diameter","BP",2,0.212906149867404,"P17302/Q03135"
"GO:1903708","positive regulation of hemopoiesis","BP",3,0.212906149867404,"P05161/P30530/P50281"
"GO:0002070","epithelial cell maturation","BP",1,0.212906149867404,"P17302"
"GO:0006678","glucosylceramide metabolic process","BP",1,0.212906149867404,"P51649"
"GO:0010998","regulation of translational initiation by eIF2 alpha phosphorylation","BP",1,0.212906149867404,"P19525"
"GO:0019855","calcium channel inhibitor activity","MF",1,0.212906149867404,"Q14643"
"GO:0021562","vestibulocochlear nerve development","BP",1,0.212906149867404,"A0A024R412"
"GO:0021612","facial nerve structural organization","BP",1,0.212906149867404,"A0A024R412"
"GO:0034139","regulation of toll-like receptor 3 signaling pathway","BP",1,0.212906149867404,"Q03135"
"GO:0038007","netrin-activated signaling pathway","BP",1,0.212906149867404,"Q13509"
"GO:0071374","cellular response to parathyroid hormone stimulus","BP",1,0.212906149867404,"P17302"
"GO:0072677","eosinophil migration","BP",1,0.212906149867404,"P17931"
"GO:0098909","regulation of cardiac muscle cell action potential involved in regulation of contraction","BP",1,0.212906149867404,"Q03135"
"GO:1900084","regulation of peptidyl-tyrosine autophosphorylation","BP",1,0.212906149867404,"Q03135"
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","BP",1,0.212906149867404,"Q07954"
"GO:0035966","response to topologically incorrect protein","BP",3,0.214097911382003,"P19525/Q96HE7/Q9BS26"
"GO:0003281","ventricular septum development","BP",2,0.214097911382003,"Q86V48/Q9ULT8"
"GO:0005200","structural constituent of cytoskeleton","MF",2,0.214097911382003,"P26038/Q9UEY8"
"GO:0044264","cellular polysaccharide metabolic process","BP",2,0.216029811803774,"P11216/P13807"
"GO:0006687","glycosphingolipid metabolic process","BP",2,0.216029811803774,"P07602/P51649"
"GO:0009988","cell-cell recognition","BP",2,0.216029811803774,"P17931/P26038"
"GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","BP",1,0.216029811803774,"P17931"
"GO:0003334","keratinocyte development","BP",1,0.216029811803774,"P07602"
"GO:0005172","vascular endothelial growth factor receptor binding","MF",1,0.216029811803774,"P08648"
"GO:0016417","S-acyltransferase activity","MF",1,0.216029811803774,"P10515"
"GO:0030299","intestinal cholesterol absorption","BP",1,0.216029811803774,"Q04828"
"GO:0032036","myosin heavy chain binding","MF",1,0.216029811803774,"P30530"
"GO:0034098","VCP-NPL4-UFD1 AAA ATPase complex","CC",1,0.216029811803774,"Q03135"
"GO:0036149","phosphatidylinositol acyl-chain remodeling","BP",1,0.216029811803774,"P47712"
"GO:0061549","sympathetic ganglion development","BP",1,0.216029811803774,"A0A024R412"
"GO:1901166","neural crest cell migration involved in autonomic nervous system development","BP",1,0.216029811803774,"A0A024R412"
"GO:0050792","regulation of viral process","BP",3,0.216029811803774,"C9J6P4/P05161/P19525"
"GO:0032602","chemokine production","BP",2,0.216029811803774,"P19525/Q07954"
"GO:0021885","forebrain cell migration","BP",2,0.216029811803774,"A0A024R412/P30530"
"GO:0043627","response to estrogen","BP",2,0.216029811803774,"P50281/Q03135"
"GO:0001931","uropod","CC",1,0.216029811803774,"P26038"
"GO:0005536","glucose binding","MF",1,0.216029811803774,"P13807"
"GO:0005916","fascia adherens","CC",1,0.216029811803774,"P17302"
"GO:0005922","connexin complex","CC",1,0.216029811803774,"P17302"
"GO:0021561","facial nerve development","BP",1,0.216029811803774,"A0A024R412"
"GO:0021604","cranial nerve structural organization","BP",1,0.216029811803774,"A0A024R412"
"GO:0021610","facial nerve morphogenesis","BP",1,0.216029811803774,"A0A024R412"
"GO:0030228","lipoprotein particle receptor activity","MF",1,0.216029811803774,"Q07954"
"GO:0030676","Rac guanyl-nucleotide exchange factor activity","MF",1,0.216029811803774,"Q9Y4F1"
"GO:0031094","platelet dense tubular network","CC",1,0.216029811803774,"Q14643"
"GO:0031254","cell trailing edge","CC",1,0.216029811803774,"P26038"
"GO:0032530","regulation of microvillus organization","BP",1,0.216029811803774,"O00592"
"GO:0034755","iron ion transmembrane transport","BP",1,0.216029811803774,"Q15043"
"GO:0036148","phosphatidylglycerol acyl-chain remodeling","BP",1,0.216029811803774,"P47712"
"GO:0042953","lipoprotein transport","BP",1,0.216029811803774,"Q07954"
"GO:0044872","lipoprotein localization","BP",1,0.216029811803774,"Q07954"
"GO:0060044","negative regulation of cardiac muscle cell proliferation","BP",1,0.216029811803774,"P17302"
"GO:0097048","dendritic cell apoptotic process","BP",1,0.216029811803774,"P30530"
"GO:1901070","guanosine-containing compound biosynthetic process","BP",1,0.216029811803774,"P20839"
"GO:2000668","regulation of dendritic cell apoptotic process","BP",1,0.216029811803774,"P30530"
"GO:0061134","peptidase regulator activity","MF",3,0.216029811803774,"P12111/P16035/Q03135"
"GO:0001523","retinoid metabolic process","BP",2,0.216029811803774,"Q04828/Q07954"
"GO:0002685","regulation of leukocyte migration","BP",3,0.216029811803774,"P17931/P26038/P50281"
"GO:0042098","T cell proliferation","BP",3,0.216029811803774,"P17302/P17931/P26038"
"GO:0000428","DNA-directed RNA polymerase complex","CC",2,0.216029811803774,"A0A0A0MRM8/P25205"
"GO:0055029","nuclear DNA-directed RNA polymerase complex","CC",2,0.216029811803774,"A0A0A0MRM8/P25205"
"GO:0086003","cardiac muscle cell contraction","BP",2,0.216029811803774,"P17302/Q03135"
"GO:0010923","negative regulation of phosphatase activity","BP",2,0.216029811803774,"P17931/Q9Y4F1"
"GO:1903035","negative regulation of response to wounding","BP",2,0.216029811803774,"P17302/Q7Z460"
"GO:0016051","carbohydrate biosynthetic process","BP",3,0.216029811803774,"P13807/P40926/Q16822"
"GO:0006534","cysteine metabolic process","BP",1,0.216029811803774,"P48506"
"GO:0010172","embryonic body morphogenesis","BP",1,0.216029811803774,"Q7Z460"
"GO:0032429","regulation of phospholipase A2 activity","BP",1,0.216029811803774,"Q07954"
"GO:0032769","negative regulation of monooxygenase activity","BP",1,0.216029811803774,"Q03135"
"GO:0033483","gas homeostasis","BP",1,0.216029811803774,"Q03135"
"GO:0034214","protein hexamerization","BP",1,0.216029811803774,"O60701"
"GO:0043601","nuclear replisome","CC",1,0.216029811803774,"P25205"
"GO:0060073","micturition","BP",1,0.216029811803774,"P07602"
"GO:0071107","response to parathyroid hormone","BP",1,0.216029811803774,"P17302"
"GO:0072509","divalent inorganic cation transmembrane transporter activity","MF",1,0.216029811803774,"Q15043"
"GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","BP",1,0.216029811803774,"Q14643"
"GO:1900221","regulation of amyloid-beta clearance","BP",1,0.216029811803774,"Q07954"
"GO:1903044","protein localization to membrane raft","BP",1,0.216029811803774,"Q03135"
"GO:1903817","negative regulation of voltage-gated potassium channel activity","BP",1,0.216029811803774,"Q03135"
"GO:1903975","regulation of glial cell migration","BP",1,0.216029811803774,"Q07954"
"GO:0031396","regulation of protein ubiquitination","BP",3,0.217785502171114,"P05161/P48506/Q03135"
"GO:0030880","RNA polymerase complex","CC",2,0.217785502171114,"A0A0A0MRM8/P25205"
"GO:0030426","growth cone","CC",3,0.217785502171114,"P16035/Q07954/Q13509"
"GO:0035303","regulation of dephosphorylation","BP",3,0.217785502171114,"P17931/P19525/Q9Y4F1"
"GO:0044242","cellular lipid catabolic process","BP",3,0.217785502171114,"O75874/P07602/Q07954"
"GO:0006094","gluconeogenesis","BP",2,0.217785502171114,"P40926/Q16822"
"GO:0032649","regulation of interferon-gamma production","BP",2,0.217785502171114,"P05161/P30530"
"GO:0071260","cellular response to mechanical stimulus","BP",2,0.217785502171114,"P17302/P48506"
"GO:0001765","membrane raft assembly","BP",1,0.217785502171114,"Q03135"
"GO:0001977","renal system process involved in regulation of blood volume","BP",1,0.217785502171114,"P17302"
"GO:0006577","amino-acid betaine metabolic process","BP",1,0.217785502171114,"P49189"
"GO:0032486","Rap protein signal transduction","BP",1,0.217785502171114,"P16035"
"GO:0045019","negative regulation of nitric oxide biosynthetic process","BP",1,0.217785502171114,"Q03135"
"GO:0045198","establishment of epithelial cell apical/basal polarity","BP",1,0.217785502171114,"P26038"
"GO:0046459","short-chain fatty acid metabolic process","BP",1,0.217785502171114,"P51649"
"GO:0046479","glycosphingolipid catabolic process","BP",1,0.217785502171114,"P07602"
"GO:0090073","positive regulation of protein homodimerization activity","BP",1,0.217785502171114,"P17931"
"GO:0098856","intestinal lipid absorption","BP",1,0.217785502171114,"Q04828"
"GO:1904406","negative regulation of nitric oxide metabolic process","BP",1,0.217785502171114,"Q03135"
"GO:0030178","negative regulation of Wnt signaling pathway","BP",3,0.21866140035972,"O14907/Q03135/Q07954"
"GO:0030427","site of polarized growth","CC",3,0.21866140035972,"P16035/Q07954/Q13509"
"GO:0051213","dioxygenase activity","MF",2,0.22041495367731,"O00625/P13674"
"GO:0098685","Schaffer collateral - CA1 synapse","CC",2,0.22041495367731,"P05556/Q14643"
"GO:0000793","condensed chromosome","CC",3,0.22041495367731,"Q2NKX8/Q7Z460/Q9UEY8"
"GO:0006703","estrogen biosynthetic process","BP",1,0.22041495367731,"Q53GQ0"
"GO:0006750","glutathione biosynthetic process","BP",1,0.22041495367731,"P48506"
"GO:0016595","glutamate binding","MF",1,0.22041495367731,"P48506"
"GO:0030033","microvillus assembly","BP",1,0.22041495367731,"O00592"
"GO:0030894","replisome","CC",1,0.22041495367731,"P25205"
"GO:0042448","progesterone metabolic process","BP",1,0.22041495367731,"Q04828"
"GO:0042574","retinal metabolic process","BP",1,0.22041495367731,"Q04828"
"GO:0051085","chaperone cofactor-dependent protein refolding","BP",1,0.22041495367731,"Q96HE7"
"GO:0060068","vagina development","BP",1,0.22041495367731,"P30530"
"GO:1900225","regulation of NLRP3 inflammasome complex assembly","BP",1,0.22041495367731,"P19525"
"GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","BP",1,0.22041495367731,"Q03135"
"GO:0045621","positive regulation of lymphocyte differentiation","BP",2,0.220658466184541,"P30530/P50281"
"GO:0086001","cardiac muscle cell action potential","BP",2,0.220658466184541,"P17302/Q03135"
"GO:0008238","exopeptidase activity","MF",2,0.221996837890091,"P50281/Q9NQH7"
"GO:0019319","hexose biosynthetic process","BP",2,0.221996837890091,"P40926/Q16822"
"GO:2000106","regulation of leukocyte apoptotic process","BP",2,0.221996837890091,"P17931/P30530"
"GO:0031099","regeneration","BP",3,0.222022987456924,"P17302/P30530/Q07954"
"GO:0005976","polysaccharide metabolic process","BP",2,0.222022987456924,"P11216/P13807"
"GO:0006672","ceramide metabolic process","BP",2,0.222022987456924,"P07602/P51649"
"GO:0007039","protein catabolic process in the vacuole","BP",1,0.222022987456924,"Q07954"
"GO:0032354","response to follicle-stimulating hormone","BP",1,0.222022987456924,"P48506"
"GO:0043558","regulation of translational initiation in response to stress","BP",1,0.222022987456924,"P19525"
"GO:0044546","NLRP3 inflammasome complex assembly","BP",1,0.222022987456924,"P19525"
"GO:0046527","glucosyltransferase activity","MF",1,0.222022987456924,"P13807"
"GO:0051481","negative regulation of cytosolic calcium ion concentration","BP",1,0.222022987456924,"Q07954"
"GO:0051503","adenine nucleotide transport","BP",1,0.222022987456924,"P17302"
"GO:0060546","negative regulation of necroptotic process","BP",1,0.222022987456924,"Q03135"
"GO:0071394","cellular response to testosterone stimulus","BP",1,0.222022987456924,"P26038"
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","BP",1,0.222022987456924,"Q07954"
"GO:1990204","oxidoreductase complex","CC",2,0.222022987456924,"P10515/P13674"
"GO:0016101","diterpenoid metabolic process","BP",2,0.223640820724588,"Q04828/Q07954"
"GO:0007043","cell-cell junction assembly","BP",2,0.223640820724588,"P17302/Q03135"
"GO:0035305","negative regulation of dephosphorylation","BP",2,0.223640820724588,"P17931/Q9Y4F1"
"GO:0097164","ammonium ion metabolic process","BP",3,0.223640820724588,"P47712/P49189/Q04828"
"GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","BP",2,0.223640820724588,"P48506/Q03135"
"GO:0043112","receptor metabolic process","BP",3,0.223640820724588,"P05556/Q03135/Q07954"
"GO:0048762","mesenchymal cell differentiation","BP",3,0.223640820724588,"A0A024R412/P26447/Q7Z460"
"GO:0051099","positive regulation of binding","BP",3,0.223640820724588,"P17931/Q03135/Q07954"
"GO:0004622","lysophospholipase activity","MF",1,0.223640820724588,"P47712"
"GO:0005161","platelet-derived growth factor receptor binding","MF",1,0.223640820724588,"P08648"
"GO:0008266","poly(U) RNA binding","MF",1,0.223640820724588,"B4DHE8"
"GO:0015278","calcium-release channel activity","MF",1,0.223640820724588,"Q14643"
"GO:0015868","purine ribonucleotide transport","BP",1,0.223640820724588,"P17302"
"GO:0044241","lipid digestion","BP",1,0.223640820724588,"Q04828"
"GO:0055083","monovalent inorganic anion homeostasis","BP",1,0.223640820724588,"P12277"
"GO:0071071","regulation of phospholipid biosynthetic process","BP",1,0.223640820724588,"O75874"
"GO:1904294","positive regulation of ERAD pathway","BP",1,0.223640820724588,"Q03135"
"GO:1905331","negative regulation of morphogenesis of an epithelium","BP",1,0.223640820724588,"Q7Z460"
"GO:0007041","lysosomal transport","BP",2,0.2246313926856,"P07602/Q07954"
"GO:0042136","neurotransmitter biosynthetic process","BP",2,0.2246313926856,"P49189/Q03135"
"GO:0019722","calcium-mediated signaling","BP",3,0.2246313926856,"Q14192/Q14643/Q9NZU5"
"GO:0000777","condensed chromosome kinetochore","CC",2,0.2246313926856,"Q2NKX8/Q7Z460"
"GO:0046364","monosaccharide biosynthetic process","BP",2,0.2246313926856,"P40926/Q16822"
"GO:0003205","cardiac chamber development","BP",3,0.2246313926856,"A0A024R412/Q86V48/Q9ULT8"
"GO:0002162","dystroglycan binding","MF",1,0.2246313926856,"Q7Z460"
"GO:0006086","acetyl-CoA biosynthetic process from pyruvate","BP",1,0.2246313926856,"P10515"
"GO:0007512","adult heart development","BP",1,0.2246313926856,"P17302"
"GO:0010642","negative regulation of platelet-derived growth factor receptor signaling pathway","BP",1,0.2246313926856,"Q07954"
"GO:0032048","cardiolipin metabolic process","BP",1,0.2246313926856,"P47712"
"GO:0038166","angiotensin-activated signaling pathway","BP",1,0.2246313926856,"Q03135"
"GO:0070293","renal absorption","BP",1,0.2246313926856,"Q9UNF1"
"GO:0070885","negative regulation of calcineurin-NFAT signaling cascade","BP",1,0.2246313926856,"Q14192"
"GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","BP",1,0.2246313926856,"Q03135"
"GO:0090197","positive regulation of chemokine secretion","BP",1,0.2246313926856,"Q07954"
"GO:0097094","craniofacial suture morphogenesis","BP",1,0.2246313926856,"P50281"
"GO:0106057","negative regulation of calcineurin-mediated signaling","BP",1,0.2246313926856,"Q14192"
"GO:1905048","regulation of metallopeptidase activity","BP",1,0.2246313926856,"P16035"
"GO:2000009","negative regulation of protein localization to cell surface","BP",1,0.2246313926856,"O14907"
"GO:0005913","cell-cell adherens junction","CC",2,0.225425422089687,"O00151/P17302"
"GO:0051607","defense response to virus","BP",3,0.227086741136902,"C9J6P4/P05161/P19525"
"GO:0045778","positive regulation of ossification","BP",2,0.227086741136902,"P05161/P17302"
"GO:1901570","fatty acid derivative biosynthetic process","BP",2,0.227086741136902,"P47712/Q53GQ0"
"GO:0006882","cellular zinc ion homeostasis","BP",1,0.227086741136902,"Q15043"
"GO:0008106","alcohol dehydrogenase (NADP+) activity","MF",1,0.227086741136902,"Q04828"
"GO:0019377","glycolipid catabolic process","BP",1,0.227086741136902,"P07602"
"GO:0022829","wide pore channel activity","MF",1,0.227086741136902,"P17302"
"GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","BP",1,0.227086741136902,"P08648"
"GO:0034185","apolipoprotein binding","MF",1,0.227086741136902,"Q07954"
"GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","BP",1,0.227086741136902,"Q07954"
"GO:0043395","heparan sulfate proteoglycan binding","MF",1,0.227086741136902,"Q07954"
"GO:0048532","anatomical structure arrangement","BP",1,0.227086741136902,"A0A024R412"
"GO:0071801","regulation of podosome assembly","BP",1,0.227086741136902,"P26038"
"GO:0090196","regulation of chemokine secretion","BP",1,0.227086741136902,"Q07954"
"GO:0007565","female pregnancy","BP",3,0.227099366910089,"P08648/P17302/Q9UNF1"
"GO:0016298","lipase activity","MF",2,0.227099366910089,"P30101/P47712"
"GO:0032609","interferon-gamma production","BP",2,0.227552003407731,"P05161/P30530"
"GO:0035578","azurophil granule lumen","CC",2,0.227552003407731,"P11216/P20839"
"GO:0035637","multicellular organismal signaling","BP",3,0.227552003407731,"P17302/Q03135/Q14643"
"GO:0006829","zinc ion transport","BP",1,0.227552003407731,"Q15043"
"GO:0006891","intra-Golgi vesicle-mediated transport","BP",1,0.227552003407731,"P39880"
"GO:0008187","poly-pyrimidine tract binding","MF",1,0.227552003407731,"B4DHE8"
"GO:0010649","regulation of cell communication by electrical coupling","BP",1,0.227552003407731,"Q03135"
"GO:0015865","purine nucleotide transport","BP",1,0.227552003407731,"P17302"
"GO:0031418","L-ascorbic acid binding","MF",1,0.227552003407731,"P13674"
"GO:0031941","filamentous actin","CC",1,0.227552003407731,"A0A0A0MRM8"
"GO:0035988","chondrocyte proliferation","BP",1,0.227552003407731,"P50281"
"GO:0036150","phosphatidylserine acyl-chain remodeling","BP",1,0.227552003407731,"P47712"
"GO:0036295","cellular response to increased oxygen levels","BP",1,0.227552003407731,"Q03135"
"GO:0045056","transcytosis","BP",1,0.227552003407731,"Q07954"
"GO:0046037","GMP metabolic process","BP",1,0.227552003407731,"P20839"
"GO:0072584","caveolin-mediated endocytosis","BP",1,0.227552003407731,"Q03135"
"GO:0090280","positive regulation of calcium ion import","BP",1,0.227552003407731,"P17931"
"GO:0102567","phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)","MF",1,0.227552003407731,"P47712"
"GO:0102568","phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)","MF",1,0.227552003407731,"P47712"
"GO:1901800","positive regulation of proteasomal protein catabolic process","BP",2,0.227552003407731,"P48506/Q03135"
"GO:0008585","female gonad development","BP",2,0.229112510628478,"O75874/P50281"
"GO:0070301","cellular response to hydrogen peroxide","BP",2,0.229112510628478,"P07602/P30530"
"GO:0021954","central nervous system neuron development","BP",2,0.229850875100579,"A0A024R412/O15075"
"GO:0006721","terpenoid metabolic process","BP",2,0.229850875100579,"Q04828/Q07954"
"GO:0001779","natural killer cell differentiation","BP",1,0.229850875100579,"P30530"
"GO:0002544","chronic inflammatory response","BP",1,0.229850875100579,"P17302"
"GO:0006103","2-oxoglutarate metabolic process","BP",1,0.229850875100579,"O75874"
"GO:0010875","positive regulation of cholesterol efflux","BP",1,0.229850875100579,"Q07954"
"GO:0016137","glycoside metabolic process","BP",1,0.229850875100579,"Q04828"
"GO:0021783","preganglionic parasympathetic fiber development","BP",1,0.229850875100579,"A0A024R412"
"GO:0046625","sphingolipid binding","MF",1,0.229850875100579,"P07602"
"GO:0060547","negative regulation of necrotic cell death","BP",1,0.229850875100579,"Q03135"
"GO:0098641","cadherin binding involved in cell-cell adhesion","MF",1,0.229850875100579,"O00151"
"GO:1905523","positive regulation of macrophage migration","BP",1,0.229850875100579,"P50281"
"GO:0007034","vacuolar transport","BP",2,0.23140667161206,"P07602/Q07954"
"GO:0005539","glycosaminoglycan binding","MF",3,0.23140667161206,"A0A024R412/P20908/Q53GQ0"
"GO:0006637","acyl-CoA metabolic process","BP",2,0.23140667161206,"P10515/Q53GQ0"
"GO:0035383","thioester metabolic process","BP",2,0.23140667161206,"P10515/Q53GQ0"
"GO:0007589","body fluid secretion","BP",2,0.23140667161206,"P17302/Q03135"
"GO:0005980","glycogen catabolic process","BP",1,0.23140667161206,"P11216"
"GO:0015721","bile acid and bile salt transport","BP",1,0.23140667161206,"Q04828"
"GO:0031307","integral component of mitochondrial outer membrane","CC",1,0.23140667161206,"Q9UH62"
"GO:0043555","regulation of translation in response to stress","BP",1,0.23140667161206,"P19525"
"GO:0061684","chaperone-mediated autophagy","BP",1,0.23140667161206,"Q05639"
"GO:0071360","cellular response to exogenous dsRNA","BP",1,0.23140667161206,"Q03135"
"GO:0071371","cellular response to gonadotropin stimulus","BP",1,0.23140667161206,"P48506"
"GO:1901032","negative regulation of response to reactive oxygen species","BP",1,0.23140667161206,"P07602"
"GO:1902644","tertiary alcohol metabolic process","BP",1,0.23140667161206,"Q04828"
"GO:1903206","negative regulation of hydrogen peroxide-induced cell death","BP",1,0.23140667161206,"P07602"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","BP",1,0.23140667161206,"Q07954"
"GO:2001039","negative regulation of cellular response to drug","BP",1,0.23140667161206,"P07602"
"GO:0010927","cellular component assembly involved in morphogenesis","BP",2,0.235111804909064,"P05556/Q7Z460"
"GO:0019955","cytokine binding","MF",2,0.23522075551895,"A0A024R412/P05556"
"GO:0019184","nonribosomal peptide biosynthetic process","BP",1,0.23522075551895,"P48506"
"GO:0031306","intrinsic component of mitochondrial outer membrane","CC",1,0.23522075551895,"Q9UH62"
"GO:0032816","positive regulation of natural killer cell activation","BP",1,0.23522075551895,"P30530"
"GO:0035089","establishment of apical/basal cell polarity","BP",1,0.23522075551895,"P26038"
"GO:0048670","regulation of collateral sprouting","BP",1,0.23522075551895,"Q07954"
"GO:0061318","renal filtration cell differentiation","BP",1,0.23522075551895,"O00592"
"GO:0072112","glomerular visceral epithelial cell differentiation","BP",1,0.23522075551895,"O00592"
"GO:0120162","positive regulation of cold-induced thermogenesis","BP",2,0.235712279283068,"P17302/Q03135"
"GO:0000779","condensed chromosome, centromeric region","CC",2,0.235712279283068,"Q2NKX8/Q7Z460"
